0,1.03E-10
-0.1,6.17E-08
-0.2,1.60E-07
-0.3,3.26E-07
-0.4,5.78E-07
-0.5,9.46E-07
-0.6,1.47E-06
-0.7,2.19E-06
-0.8,3.12E-06
-0.9,4.32E-06
-1,5.86E-06
-1.1,7.84E-06
-1.2,1.04E-05
-1.3,1.35E-05
-1.4,1.71E-05
-1.5,2.18E-05
-1.6,2.75E-05
-1.7,3.36E-05
-1.8,4.15E-05
-1.9,5.10E-05
-2,6.14E-05
-2.1,7.44E-05
-2.2,8.80E-05
-2.3,1.02E-04
-2.4,1.21E-04
-2.5,1.40E-04
-2.6,1.60E-04
-2.7,1.85E-04
-2.8,2.12E-04
-2.9,2.30E-04
-3,2.55E-04
-3,2.47E-04
-2.9,2.05E-04
-2.8,1.71E-04
-2.7,1.45E-04
-2.6,1.24E-04
-2.5,1.05E-04
-2.4,8.83E-05
-2.3,7.52E-05
-2.2,6.24E-05
-2.1,5.19E-05
-2,4.34E-05
-1.9,3.61E-05
-1.8,2.93E-05
-1.7,2.39E-05
-1.6,1.95E-05
-1.5,1.59E-05
-1.4,1.25E-05
-1.3,9.90E-06
-1.2,7.80E-06
-1.1,6.02E-06
-1,4.67E-06
-0.9,3.46E-06
-0.8,2.57E-06
-0.7,1.84E-06
-0.6,1.23E-06
-0.5,8.04E-07
-0.4,5.05E-07
-0.3,2.99E-07
-0.2,1.46E-07
-0.1,5.77E-08
0,1.01E-10
